primaryTitle,genres,directors,writers,averageRating,gross
The Proposal,"['Drama', 'Thriller']",['nm0301903'],['nm0403477'],5.4,314709717
The Punisher,"['Action', 'Adventure', 'Crime']",['nm0378144'],"['nm0378144', 'nm0289833']",6.5,54533774
The Purge,"['Horror', 'Thriller']",['nm0218621'],['nm0218621'],5.7,91266581
The Purge,['Documentary'],['nm1717930'],['nm1717930'],3.9,91266581
The Purge: Anarchy,"['Action', 'Horror', 'Thriller']",['nm0218621'],['nm0218621'],6.5,111534881
The Purge: Election Year,"['Action', 'Horror', 'Thriller']",['nm0218621'],['nm0218621'],6.0,118517130
The Pursuit of Happyness,"['Biography', 'Drama']",['nm0610831'],['nm0175726'],8.0,307311093
The Queen,"['Action', 'Drama', 'War']",['nm3443403'],"['nm3443403', 'nm1982147']",6.7,128885873
The Queen,"['Biography', 'Drama', 'History']",['nm0001241'],['nm0604948'],7.3,128885873
The Queen,['Documentary'],['nm0775573'],"['nm0449152', 'nm0775573']",6.9,128885873
The Quest,['Drama'],['nm9055212'],['nm9055212'],8.5,21607190
The Quest,"['Comedy', 'Documentary']","['nm0136160', 'nm1153907']",['\\N'],4.0,21607190
The Quest,"['Action', 'Adventure', 'Thriller']",['nm0000241'],"['nm0245235', 'nm0000241', 'nm0458985', 'nm0597857']",5.6,21607190
The Quick and the Dead,"['Action', 'Romance', 'Thriller']",['nm0000600'],['nm0601881'],6.4,18552460
The Rainmaker,['Drama'],['nm1068687'],"['nm0032928', 'nm1068687']",7.4,45916769
The Rainmaker,"['Crime', 'Drama', 'Thriller']",['nm0000338'],"['nm0001300', 'nm0000338', 'nm0380282']",7.1,45916769
The Reader,"['Drama', 'Romance']",['nm0197636'],"['nm0002376', 'nm0772384']",7.6,112964875
The Reaping,"['Comedy', 'Horror', 'Thriller']",['nm0763634'],"['nm1563059', 'nm0763634']",5.1,62226214
The Reaping,"['Horror', 'Thriller']",['nm0394280'],"['nm0370928', 'nm0370937', 'nm2024187']",5.7,62226214
The Recruit,"['Action', 'Drama', 'Mystery']",['nm0002044'],"['nm0870013', 'nm0934483', 'nm0322248']",6.6,101174440
The Recruit,['\\N'],['nm0048491'],['\\N'],5.1,101174440
The Relic,"['Horror', 'Mystery', 'Sci-Fi']",['nm0001382'],"['nm0696409', 'nm0157470', 'nm0427468', 'nm0706311', 'nm0415425', 'nm0798646']",5.7,33956608
The Remains of the Day,"['Drama', 'Romance']",['nm0412465'],"['nm0410958', 'nm0695609']",7.9,63954968
The Replacement Killers,"['Action', 'Crime', 'Thriller']",['nm0298807'],['nm0003535'],6.1,19035741
The Replacements,"['Comedy', 'Sport']",['nm0222043'],['nm0571706'],6.5,50054511
The Rescuers Down Under,"['Adventure', 'Animation', 'Crime']","['nm0300265', 'nm0125186']","['nm0185084', 'nm0456732', 'nm0800927', 'nm0710020', 'nm0789100']",6.9,47431461
The Revenant,"['Action', 'Adventure', 'Biography']",['nm0327944'],"['nm1872664', 'nm0327944', 'nm3488559']",8.0,532950503
The Revenant,['Horror'],['nm5419512'],"['nm5419512', 'nm6053529', 'nm6053523', 'nm4866306', 'nm6053532']",6.7,532950503
The Revenant,"['Comedy', 'Fantasy', 'Horror']",['nm0697934'],['nm0697934'],6.3,532950503
The Ring,"['Horror', 'Mystery']",['nm0893659'],"['nm0472567', 'nm0840626', 'nm0847126']",7.1,248218486
The Ring Two,"['Horror', 'Mystery']",['nm0620378'],"['nm0472567', 'nm0840626', 'nm0847126']",5.4,161941727
The Rite,"['Drama', 'Horror', 'Mystery']",['nm0405632'],"['nm0678104', 'nm2883153']",6.0,97143987
The River Wild,"['Adventure', 'Crime', 'Thriller']",['nm0000436'],['nm0642137'],6.3,94215000
The Road to El Dorado,"['Adventure', 'Animation', 'Comedy']","['nm0074426', 'nm0666802', 'nm0005076']","['nm0744429', 'nm0254645', 'nm0456732']",6.9,65700000
The Rock,['Comedy'],['nm6147180'],['nm6032545'],8.8,336069511
The Rock,"['Action', 'Adventure', 'Thriller']",['nm0000881'],"['nm0918711', 'nm0177018', 'nm0743119']",7.4,336069511
The Rocketeer,"['Action', 'Adventure', 'Family']",['nm0002653'],"['nm0828349', 'nm0082677', 'nm0210290', 'nm0213100']",6.4,46573027
The Rookie,"['Drama', 'Family', 'Sport']",['nm0359387'],['nm0723692'],7.0,21633874
The Rookie,"['Drama', 'Family', 'Sport']",['nm0359387'],['nm0723692'],7.0,80491516
The Rookie,"['Action', 'Comedy', 'Crime']",['nm0000142'],"['nm0945026', 'nm0818547']",5.9,21633874
The Rookie,"['Action', 'Comedy', 'Crime']",['nm0000142'],"['nm0945026', 'nm0818547']",5.9,80491516
The Royal Tenenbaums,"['Comedy', 'Drama']",['nm0027572'],"['nm0027572', 'nm0005562']",7.6,71430876
The Rugrats Movie,"['Adventure', 'Animation', 'Comedy']","['nm0468335', 'nm0899329']","['nm0918955', 'nm0826425', 'nm0458312', 'nm0190780', 'nm0314480', 'nm0941314']",5.9,140894685
The Rundown,"['Action', 'Adventure', 'Comedy']",['nm0000916'],"['nm0829739', 'nm0888743']",6.7,80831893
The Russia House,"['Drama', 'Romance', 'Thriller']",['nm0770961'],"['nm0494170', 'nm0001779']",6.1,22998000
The Saint,['Drama'],['nm7372429'],"['nm7372429', 'nm5402965', 'nm7372430']",6.4,169400000
The Saint,"['Action', 'Adventure', 'Romance']",['nm0637518'],"['nm0153546', 'nm0378144', 'nm0834338']",6.2,169400000
The Sandlot,"['Comedy', 'Drama', 'Family']",['nm0262693'],"['nm0262693', 'nm0348363']",7.8,32416586
The Santa Clause,"['Comedy', 'Drama', 'Family']",['nm0664756'],"['nm1080144', 'nm0748874']",6.4,189800000
The Santa Clause 2,"['Comedy', 'Family', 'Fantasy']",['nm0501185'],"['nm0722610', 'nm0666791', 'nm0202425', 'nm0214036', 'nm0833828', 'nm1080144', 'nm0748874']",5.6,172825854
The Santa Clause 3: The Escape Clause,"['Adventure', 'Comedy', 'Family']",['nm0501185'],"['nm0748874', 'nm0214036', 'nm0833828', 'nm1080144']",4.7,107500122
The Score,['Drama'],"['nm2060322', 'nm1622696', 'nm0949726', 'nm2089848']","['nm0949726', 'nm2089848', 'nm2979685', 'nm1622696']",6.6,113542091
The Score,"['Crime', 'Drama', 'Thriller']",['nm0000568'],"['nm0852196', 'nm0758002', 'nm0229644', 'nm0809899']",6.8,113542091
The Scorpion King,"['Action', 'Adventure', 'Fantasy']",['nm0751080'],"['nm0814085', 'nm0355054', 'nm0651758', 'nm0371684']",5.5,165890634
The Second Best Exotic Marigold Hotel,"['Comedy', 'Drama']",['nm0006960'],"['nm0662530', 'nm0006960']",6.6,90384306
The Secret Garden,['Family'],['nm1378716'],['\\N'],6.1,31181000
The Secret Garden,['\\N'],['\\N'],['\\N'],7.0,31181000
The Secret Garden,"['Drama', 'Family', 'Fantasy']",['nm0002140'],"['nm0122364', 'nm0003031']",7.3,31181000
The Secret Life of Pets,"['Adventure', 'Animation', 'Comedy']","['nm0719208', 'nm0155528']","['nm0666791', 'nm0202425', 'nm0528244']",6.5,886767422
The Secret Life of Walter Mitty,"['Adventure', 'Comedy', 'Drama']",['nm0001774'],"['nm0175726', 'nm0862122']",7.3,187861183
The Sentinel,"['Action', 'Crime', 'Thriller']",['nm0424800'],"['nm1079776', 'nm0677514']",6.1,78080697
The Shadow,['Drama'],['nm3347804'],"['nm1070207', 'nm1761161']",6.1,31835600
The Shadow,"['Action', 'Adventure', 'Crime']",['nm0611683'],"['nm0317212', 'nm0462895']",6.0,31835600
The Shaggy Dog,"['Comedy', 'Family', 'Fantasy']",['nm0005367'],"['nm0926727', 'nm0926729', 'nm0734900', 'nm0024856', 'nm0066764', 'nm0909556', 'nm0371771', 'nm0846884']",4.4,87123569
The Shallows,"['Drama', 'Horror', 'Thriller']",['nm1429471'],['nm1097510'],6.3,118763442
The Shawshank Redemption,['Drama'],['nm0001104'],"['nm0000175', 'nm0001104']",9.3,28307092
The Siege,['Documentary'],"['nm1823590', 'nm0316841']",['\\N'],7.2,116625798
The Siege,"['Action', 'Thriller']",['nm0001880'],"['nm0942590', 'nm0583675', 'nm0001880']",6.3,116625798
The Silence of the Lambs,"['Crime', 'Drama', 'Thriller']",['nm0001129'],"['nm0365383', 'nm0848217']",8.6,275726716
The Simpsons Movie,"['Adventure', 'Animation', 'Comedy']",['nm0798899'],"['nm0780288', 'nm0783468', 'nm0841990', 'nm0900140', 'nm1121389', 'nm0295791', 'nm0519209', 'nm0697052', 'nm0000985', 'nm0004981', 'nm0800376', 'nm0419830', 'nm0561631', 'nm0583127', 'nm0592400', 'nm0718514']",7.3,527071022
The Sixth Man,"['Comedy', 'Drama', 'Fantasy']",['nm0589168'],"['nm1226733', 'nm0137342']",5.7,14765099
The Sixth Sense,"['Drama', 'Mystery', 'Thriller']",['nm0796117'],['nm0796117'],8.1,672806292
The Skeleton Key,"['Drama', 'Horror', 'Mystery']",['nm0812200'],['nm0472567'],6.5,92256918
The Skulls,"['Action', 'Crime', 'Drama']",['nm0003418'],['nm0688282'],5.6,35007180
The Smurfs,"['Adventure', 'Animation', 'Comedy']",['nm0331532'],"['nm0826425', 'nm0918955', 'nm0771065', 'nm0740115', 'nm0678963']",5.5,563749323
The Smurfs 2,"['Adventure', 'Animation', 'Comedy']",['nm0331532'],"['nm0826425', 'nm0918955', 'nm0771065', 'nm0740115', 'nm0456732', 'nm0678963']",5.4,348547523
The Social Network,"['Biography', 'Drama']",['nm0000399'],"['nm0815070', 'nm0583826']",7.7,224922135
The Sorcerer's Apprentice,"['Action', 'Adventure', 'Family']",['nm0005509'],"['nm0465199', 'nm0742797', 'nm2188941', 'nm1215164', 'nm0076166']",6.1,217986320
The Sorcerer's Apprentice,"['Adventure', 'Family', 'Fantasy']",['nm0514247'],['nm3694845'],4.7,217986320
The Specialist,['Documentary'],['nm0803346'],"['nm0105703', 'nm0803346']",7.1,57362581
The Specialist,"['Action', 'Crime', 'Drama']",['nm0515891'],"['nm0794326', 'nm0785311']",5.5,57362581
The Specialist,['Adult'],['nm0224595'],['nm1916696'],5.8,57362581
The Spiderwick Chronicles,"['Adventure', 'Family', 'Fantasy']",['nm0914134'],"['nm0456732', 'nm1183854', 'nm0000626', 'nm1650403', 'nm1649488']",6.6,162839667
The SpongeBob Movie: Sponge Out of Water,"['Adventure', 'Animation', 'Comedy']","['nm0593610', 'nm1196684']","['nm0074184', 'nm0008743', 'nm0384864', 'nm1196684', 'nm0909088']",6.0,311013181
The Stepford Wives,"['Comedy', 'Horror', 'Sci-Fi']",['nm0000568'],"['nm0505615', 'nm0397411']",5.3,96221971
The Story of Us,"['Comedy', 'Drama', 'Romance']",['nm0001661'],"['nm0958993', 'nm0625458']",5.9,27100030
The Strangers,"['Action', 'Drama', 'Horror']",['nm2263683'],"['nm3994696', 'nm3188364', 'nm2037183', 'nm0487366', 'nm2176530', 'nm1284318']",6.0,83051676
The Strangers,"['Drama', 'Romance', 'War']",['nm0706173'],"['nm0706173', 'nm2310958']",2.6,83051676
The Strangers,"['Horror', 'Mystery', 'Thriller']",['nm1052162'],['nm1052162'],6.2,83051676
The Sum of All Fears,"['Action', 'Drama', 'Thriller']",['nm0004675'],"['nm0002007', 'nm0001921', 'nm0002417']",6.4,193500000
The Super,"['Horror', 'Thriller']",['nm1357855'],['nm0572352'],6.1,11000863
The Super,['Horror'],"['nm3601768', 'nm3447001']","['nm3447001', 'nm3601768']",5.4,11000863
The Super,['Comedy'],['nm0199722'],['nm0800376'],5.5,11000863
The Sweetest Thing,"['Comedy', 'Romance']",['nm0474955'],['nm0683726'],5.1,63078756
The Tailor of Panama,"['Comedy', 'Drama', 'Thriller']",['nm0000958'],"['nm0494170', 'nm0203577', 'nm0000958']",6.2,27491653
The Taking of Pelham 123,"['Action', 'Crime', 'Thriller']",['nm0001716'],"['nm0001338', 'nm0323945']",6.4,152364370
The Taking of Tiger Mountain,"['Action', 'Adventure', 'Biography']",['nm0007139'],"['nm6695953', 'nm0399003', 'nm0007139', 'nm1317258', 'nm3716300', 'nm3731267', 'nm5346748']",6.5,255982933
The Tale of Despereaux,"['Adventure', 'Animation', 'Comedy']","['nm0828207', 'nm0271402']","['nm1164216', 'nm0574509', 'nm0002657', 'nm0899531']",6.1,90482317
The Talented Mr. Ripley,"['Crime', 'Drama', 'Thriller']",['nm0005237'],"['nm0383604', 'nm0005237']",7.4,128792135
The Terminal,"['Comedy', 'Drama', 'Romance']",['nm0000229'],"['nm0629272', 'nm0315065', 'nm0622288']",7.3,218673959
The Texas Chainsaw Massacre,['Horror'],['nm1197971'],"['nm0377066', 'nm0001361', 'nm0466925']",6.2,107967319
The Theory of Everything,"['Biography', 'Drama', 'Romance']",['nm1016428'],"['nm0565026', 'nm6186324']",7.7,123327692
The Thin Red Line,"['Drama', 'War']",['nm0000517'],"['nm0428296', 'nm0000517']",7.6,97709034
The Thomas Crown Affair,"['Crime', 'Romance', 'Thriller']",['nm0001532'],"['nm0874450', 'nm0228908', 'nm0934483']",6.8,124304264
The Three Musketeers,['Adventure'],['nm0955671'],"['nm0241416', 'nm0955671', 'nm1802936']",3.8,53661805
The Three Musketeers,['Adventure'],['nm0955671'],"['nm0241416', 'nm0955671', 'nm1802936']",3.8,139877913
The Three Musketeers,"['Action', 'Adventure', 'Romance']",['nm0027271'],"['nm0514821', 'nm0203577', 'nm0241416']",5.8,53661805
The Three Musketeers,"['Action', 'Adventure', 'Romance']",['nm0027271'],"['nm0514821', 'nm0203577', 'nm0241416']",5.8,139877913
The Three Musketeers,"['Adventure', 'Animation', 'Family']","['nm6293077', 'nm0180664']","['nm0241416', 'nm0960417']",2.6,53661805
The Three Musketeers,"['Adventure', 'Animation', 'Family']","['nm6293077', 'nm0180664']","['nm0241416', 'nm0960417']",2.6,139877913
The Three Musketeers,['Animation'],['nm1350006'],"['nm0241416', 'nm0701255']",6.1,53661805
The Three Musketeers,['Animation'],['nm1350006'],"['nm0241416', 'nm0701255']",6.1,139877913
The Three Musketeers,"['Action', 'Adventure', 'Comedy']",['nm0378893'],"['nm0241416', 'nm0521739']",6.4,53661805
The Three Musketeers,"['Action', 'Adventure', 'Comedy']",['nm0378893'],"['nm0241416', 'nm0521739']",6.4,139877913
The Tigger Movie,"['Animation', 'Comedy', 'Drama']",['nm0266255'],"['nm0349966', 'nm0266255', 'nm0590316']",6.3,96147688
The Time Machine,"['Action', 'Adventure', 'Sci-Fi']",['nm0920425'],"['nm0920229', 'nm0241949', 'nm0517589']",5.9,98983590
The Time Traveler's Wife,"['Drama', 'Fantasy', 'Romance']",['nm0777881'],"['nm0748022', 'nm1875979']",7.1,102332135
The Tourist,"['Action', 'Adventure', 'Crime']",['nm0003697'],"['nm0003697', 'nm0003160', 'nm0271501', 'nm1362432']",6.0,278731369
The Town,"['Crime', 'Drama', 'Thriller']",['nm0000255'],"['nm0185976', 'nm0000255', 'nm0830760', 'nm2353561']",7.6,152566881
The Town,['Drama'],['nm0149196'],"['nm0149191', 'nm0149196']",7.1,152566881
The Transporter,"['Action', 'Crime', 'Thriller']","['nm0477035', 'nm0504642']","['nm0000108', 'nm0436543']",6.8,43928932
The Transporter Refueled,"['Action', 'Adventure', 'Crime']",['nm0216214'],"['nm0177836', 'nm0171651', 'nm0000108', 'nm0436543']",5.2,69698495
The Tree of Life,"['Drama', 'Fantasy']",['nm0000517'],['nm0000517'],6.8,61721826
The Tree of Life,"['Documentary', 'History']",['nm2921295'],"['nm1663638', 'nm2921295']",4.2,61721826
The Tree of Life,['\\N'],['nm0576501'],['nm0576501'],6.7,61721826
The Truman Show,"['Comedy', 'Drama', 'Sci-Fi']",['nm0001837'],['nm0629272'],8.1,264118201
The Truth About Cats & Dogs,"['Comedy', 'Romance']",['nm0499724'],['nm0920108'],6.3,34084531
The Tuxedo,"['Action', 'Comedy', 'Sci-Fi']",['nm1019493'],"['nm0006534', 'nm0542062', 'nm5022110', 'nm0498775']",5.4,104429625
The Twilight Saga: Eclipse,"['Adventure', 'Drama', 'Fantasy']",['nm1720541'],"['nm0742279', 'nm2769412']",5.0,706102828
The Twilight Saga: New Moon,"['Adventure', 'Drama', 'Fantasy']",['nm0919363'],"['nm0742279', 'nm2769412']",4.7,687557727
The Two Jakes,"['Crime', 'Drama', 'Mystery']",['nm0000197'],['nm0001801'],6.1,10005969
The Ugly Truth,"['Comedy', 'Romance']",['nm0525659'],"['nm2946831', 'nm0527581', 'nm0809006']",6.5,205298907
The Unborn,"['Drama', 'Horror', 'Mystery']",['nm0333060'],['nm0333060'],4.8,78208812
The Unborn,"['Horror', 'Mystery', 'Thriller']",['nm1335965'],['nm1335965'],5.6,78208812
The Unborn,"['Drama', 'Horror', 'Sci-Fi']",['nm0281869'],"['nm0104335', 'nm0274905']",4.1,78208812
The Usual Suspects,"['Crime', 'Mystery', 'Thriller']",['nm0001741'],['nm0003160'],8.6,34449356
The Vanishing,['Thriller'],['nm0638679'],"['nm2374729', 'nm0427714']",7.4,14543394
The Vanishing,"['Mystery', 'Thriller']",['nm3236766'],['nm3236766'],6.2,14543394
The Vanishing,"['Drama', 'Horror', 'Mystery']",['nm0806293'],"['nm0469104', 'nm0333804']",6.3,14543394
The Village,"['Drama', 'Mystery', 'Thriller']",['nm0796117'],['nm0796117'],6.5,257641634
The Visit,"['Comedy', 'Horror', 'Mystery']",['nm0796117'],['nm0796117'],6.2,98677816
The Visit,"['Comedy', 'Drama', 'Romance']",['nm3814586'],['nm3814586'],8.3,98677816
The Visit,['Drama'],['nm0908326'],"['nm0751277', 'nm0908326']",6.6,98677816
The Visit,"['Drama', 'Romance', 'War']",['nm0393075'],"['nm0393075', 'nm2142835']",6.7,98677816
The Vow,"['Drama', 'Romance']",['nm1302591'],"['nm0463359', 'nm0799050', 'nm0441300', 'nm1213974']",6.8,197618160
The War,['Drama'],['nm0000816'],['nm0574830'],6.7,16480770
The Watch,"['Action', 'Comedy', 'Horror']",['nm1676223'],"['nm2972864', 'nm0736622', 'nm1698571']",5.7,67130045
The Watcher,['Horror'],['nm8448178'],['nm8448178'],3.9,47267829
The Watcher,"['Horror', 'Thriller']",['nm0745213'],['nm0745213'],5.4,47267829
The Watcher,['Drama'],['nm5420177'],['nm5420177'],7.8,47267829
The Watcher,"['Crime', 'Horror', 'Mystery']",['nm0152741'],"['nm0583514', 'nm0254213', 'nm0043769']",5.3,47267829
The Waterboy,"['Comedy', 'Sport']",['nm0178997'],"['nm0379056', 'nm0001191']",6.1,190191646
The Wedding Date,"['Comedy', 'Romance']",['nm0453270'],"['nm1814871', 'nm1401416']",6.1,47175038
The Wedding Planner,"['Comedy', 'Romance']",['nm0788202'],"['nm0266184', 'nm0963400']",5.3,94728529
The Wedding Ringer,['Comedy'],['nm1275670'],"['nm1275670', 'nm1191891']",6.7,80171596
The Wedding Singer,"['Comedy', 'Music', 'Romance']",['nm0178997'],['nm0379056'],6.8,123345725
The Whole Nine Yards,"['Comedy', 'Crime']",['nm0528718'],['nm0438449'],6.7,85527867
The Wild,"['Adventure', 'Animation', 'Comedy']",['nm0931727'],"['nm0214036', 'nm0833828', 'nm0317102', 'nm0357000', 'nm1134267', 'nm1152581', 'nm2188941', 'nm1124448', 'nm0931727', 'nm0238003']",5.3,99010667
The Wild,"['Adventure', 'Drama', 'Mystery']",['nm0790268'],['nm0790268'],5.0,99010667
The Wild Thornberrys Movie,"['Adventure', 'Animation', 'Comedy']","['nm0569814', 'nm0539782']","['nm0458312', 'nm0190780', 'nm0672554', 'nm1134390', 'nm0839966', 'nm0100326']",5.3,60694737
The Witches,"['Adventure', 'Comedy', 'Family']",['nm0001676'],"['nm0001094', 'nm0778819']",6.8,15360553
The Wolf of Wall Street,"['Biography', 'Comedy', 'Crime']",['nm0000217'],"['nm1010540', 'nm0067789']",8.2,389870414
The Wolfman,"['Drama', 'Fantasy', 'Horror']",['nm0002653'],"['nm0001825', 'nm0783100', 'nm0802561']",5.8,142634358
The Wolverine,"['Action', 'Adventure', 'Sci-Fi']",['nm0003506'],"['nm0093560', 'nm0291082']",6.7,416456852
The Woman in Black,"['Drama', 'Fantasy', 'Horror']",['nm1220140'],"['nm0384702', 'nm0963359']",6.4,128955898
The Women,"['Comedy', 'Drama']",['nm0257606'],"['nm0257606', 'nm0524403', 'nm0002616', 'nm0613848']",4.9,50103808
The Wood,"['Comedy', 'Drama', 'Romance']",['nm0266622'],"['nm0266622', 'nm0101940']",6.9,25059640
Thelma & Louise,"['Adventure', 'Crime', 'Drama']",['nm0000631'],['nm0451884'],7.4,45427050
There Will Be Blood,['Drama'],['nm0000759'],"['nm0000759', 'nm0801737']",8.1,77208711
There's Something About Mary,"['Comedy', 'Romance']","['nm0268370', 'nm0268380']","['nm0214036', 'nm0833828', 'nm0268380', 'nm0268370']",7.1,369884651
Thermae Romae,"['Comedy', 'Sci-Fi']",['nm1033032'],"['nm4377318', 'nm2041208']",6.4,75387554
Think Like a Man,"['Comedy', 'Romance']",['nm1103162'],"['nm2226647', 'nm2226970', 'nm0367724']",6.6,113373764
Thirteen Days,"['Drama', 'History', 'Thriller']",['nm0002044'],"['nm0783100', 'nm0561943', 'nm0954546']",7.3,66554547
This Means War,"['Action', 'Comedy', 'Romance']",['nm0629334'],"['nm0000251', 'nm1334526', 'nm0310225']",6.3,156974557
Thor,"['Action', 'Adventure', 'Fantasy']",['nm0000110'],"['nm1005420', 'nm0826714', 'nm0668309', 'nm0833089', 'nm0698873', 'nm0498278', 'nm1293367', 'nm0456158']",7.0,449326618
Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",['nm0851930'],"['nm1236653', 'nm1321655', 'nm1321656', 'nm0668309', 'nm0734441', 'nm0498278', 'nm1293367', 'nm0456158', 'nm1277476']",7.0,644602516
Three Kings,"['Biography', 'Documentary', 'Sport']",['nm3828155'],['\\N'],6.8,107752036
Three Kings,"['Action', 'Adventure', 'Comedy']",['nm0751102'],"['nm0725983', 'nm0751102']",7.1,107752036
Threesome,"['Comedy', 'Drama', 'Romance']",['nm0084819'],"['nm2094672', 'nm0084819', 'nm6572136', 'nm6572135']",5.1,14793701
Threesome,"['Comedy', 'Horror', 'Romance']",['nm2565292'],['\\N'],6.2,14793701
Threesome,"['Comedy', 'Drama', 'Romance']",['nm0281598'],['nm0281598'],6.2,14793701
Thunderheart,"['Crime', 'Mystery', 'Thriller']",['nm0000776'],['nm0299301'],6.8,22660758
Time Raiders,"['Adventure', 'Fantasy']",['nm0496752'],['nm8281860'],4.9,145974597
Timecop,"['Action', 'Crime', 'Sci-Fi']",['nm0001382'],"['nm0894156', 'nm0724700']",5.8,102053581
Tin Cup,"['Comedy', 'Drama', 'Romance']",['nm0005421'],"['nm0636358', 'nm0005421']",6.3,75854588
Tinker Tailor Soldier Spy,"['Drama', 'Mystery', 'Thriller']",['nm0019247'],"['nm2091799', 'nm1661186', 'nm0494170']",7.1,81452811
Tiny Times 4.0,"['Drama', 'Romance']",['nm5794009'],['nm5794009'],2.7,79230000
Titan A.E.,"['Action', 'Adventure', 'Animation']","['nm0089940', 'nm0325776']","['nm0061829', 'nm0566595', 'nm0249421', 'nm0041864', 'nm0923736']",6.6,36751979
Titanic,['Adventure'],"['nm4430776', 'nm5410036']",['nm5410036'],5.9,2208208395
Titanic,"['Drama', 'Romance']",['nm0000116'],['nm0000116'],7.8,2208208395
To Die For,"['Comedy', 'Crime', 'Drama']",['nm0001814'],"['nm0562767', 'nm0377750']",6.8,27688744
To Rome with Love,"['Comedy', 'Music', 'Romance']",['nm0000095'],['nm0000095'],6.3,74326015
Tom and Huck,"['Adventure', 'Comedy', 'Drama']",['nm0382072'],"['nm0878494', 'nm0814085', 'nm0521739']",5.6,23837227
Tombstone,"['Action', 'Biography', 'Drama']","['nm0181902', 'nm0418883']",['nm0418883'],7.8,56505065
Tommy Boy,"['Adventure', 'Comedy']",['nm0781842'],"['nm0877425', 'nm0877901']",7.1,32648673
Tomorrow Never Dies,"['Action', 'Adventure', 'Thriller']",['nm0006854'],"['nm0270761', 'nm0001220']",6.5,339504276
Tomorrowland,['Documentary'],['nm7032637'],['\\N'],6.4,206627817
Tomorrowland,"['Action', 'Adventure', 'Family']",['nm0083348'],"['nm0511541', 'nm0083348', 'nm2701804']",6.4,206627817
Tooth Fairy,"['Comedy', 'Family', 'Fantasy']",['nm0501185'],"['nm0304665', 'nm0541632', 'nm0827985', 'nm0893262', 'nm0802020', 'nm0682063']",5.0,112610386
Torque,"['Action', 'Comedy', 'Crime']",['nm0994538'],['nm0425780'],4.1,46176322
Total Recall,"['Action', 'Adventure', 'Mystery']",['nm0936482'],"['nm0934483', 'nm0093560', 'nm0795953', 'nm0639321', 'nm0693956', 'nm0325778']",6.3,261400000
Total Recall,"['Action', 'Adventure', 'Mystery']",['nm0936482'],"['nm0934483', 'nm0093560', 'nm0795953', 'nm0639321', 'nm0693956', 'nm0325778']",6.3,211856088
Total Recall,"['Action', 'Sci-Fi', 'Thriller']",['nm0000682'],"['nm0001140', 'nm0795953', 'nm0639321', 'nm0693956', 'nm0325778']",7.5,261400000
Total Recall,"['Action', 'Sci-Fi', 'Thriller']",['nm0000682'],"['nm0001140', 'nm0795953', 'nm0639321', 'nm0693956', 'nm0325778']",7.5,211856088
Tower Heist,"['Action', 'Comedy', 'Crime']",['nm0711840'],"['nm0177836', 'nm0171651', 'nm0341372', 'nm0622288', 'nm9195200']",6.2,150422946
Toy Soldiers,"['Action', 'Drama', 'Thriller']",['nm0677943'],"['nm0448388', 'nm0677943', 'nm0462895']",6.5,15073942
Toy Story,"['Adventure', 'Animation', 'Comedy']",['nm0005124'],"['nm0005124', 'nm0230032', 'nm0004056', 'nm0710020', 'nm0923736', 'nm0169505', 'nm0812513']",8.3,364545516
Toy Story 2,"['Adventure', 'Animation', 'Comedy']","['nm0105169', 'nm0881279', 'nm0005124']","['nm0005124', 'nm0230032', 'nm0105169', 'nm0004056', 'nm0398763', 'nm0150155', 'nm1274593']",7.9,511358276
Toy Story 3,"['Adventure', 'Animation', 'Comedy']",['nm0881279'],"['nm0005124', 'nm0004056', 'nm0881279', 'nm1578335']",8.3,1068986222
Toys,"['Adventure', 'Comedy', 'Drama']",['nm0001469'],"['nm0193224', 'nm0001469']",5.0,21452082
Traffic,"['Adventure', 'Drama', 'Thriller']",['nm1856787'],"['nm1332681', 'nm1547713', 'nm1330994', 'nm0592795', 'nm2864993']",6.7,208300000
Traffic,['Documentary'],['nm4891189'],['nm6928251'],9.4,208300000
Traffic,"['Action', 'Adventure', 'Mystery']",['nm1856787'],"['nm1547713', 'nm1332681']",8.0,208300000
Traffic,"['Crime', 'Drama', 'Thriller']",['nm0001752'],"['nm0601881', 'nm0300866']",7.6,208300000
Training Day,"['Crime', 'Drama', 'Thriller']",['nm0298807'],['nm0043742'],7.7,104505362
Trainspotting,['Drama'],['nm0000965'],"['nm0920543', 'nm0388076']",8.2,71558971
Trainwreck,"['Comedy', 'Drama', 'Romance']",['nm0031976'],['nm2154960'],6.2,141123897
Transcendence,"['Drama', 'Mystery', 'Romance']",['nm0002892'],['nm1438698'],6.3,103039258
Transcendence,['Drama'],['nm1747993'],['nm1747993'],6.1,103039258
Transformers,"['Action', 'Adventure', 'Sci-Fi']",['nm0000881'],"['nm0649460', 'nm0476064', 'nm0736966']",7.1,708272592
Transformers: Age of Extinction,"['Action', 'Adventure', 'Sci-Fi']",['nm0000881'],['nm0472567'],5.7,1104039076
Transformers: Dark of the Moon,"['Action', 'Adventure', 'Sci-Fi']",['nm0000881'],['nm0472567'],6.3,1123790543
Transformers: Revenge of the Fallen,"['Action', 'Adventure', 'Sci-Fi']",['nm0000881'],"['nm0472567', 'nm0649460', 'nm0476064']",6.0,836519699
